customer_id,age,gender,education_level,marital_status,employment_status,annual_income_INR,credit_score,loan_amount_INR,loan_term_months,interest_rate_percent,existing_loans_count,num_dependents,loan_purpose,state,debt_to_income_ratio,is_default
2537,37,Female,Bachelor,Married,Full-time,697846.8,485,262947.77,48,12.96,0,3,Debt Consolidation,Tamil Nadu,0.38,0
2538,36,Male,Master,Single,Part-time,694373.99,851,176744.53,12,13.46,3,1,Business,Karnataka,0.25,0
2539,32,Female,Bachelor,Married,Full-time,523316.41,523,283207.96,36,14.87,2,0,Debt Consolidation,Uttar Pradesh,0.54,0
2540,28,Female,Master,Married,Full-time,534473.31,451,204267.53,24,19.21,3,2,Home Improvement,Uttar Pradesh,0.38,0
2541,40,Male,PhD,Married,Full-time,454334.15,439,198741.13,36,19.23,2,0,Home Improvement,Bihar,0.44,0
2542,23,Female,High School,Married,Part-time,753638.83,666,368264.85,36,15.15,3,3,Education,Bihar,0.49,0
2543,36,Male,PhD,Married,Part-time,415902.24,427,234063.37,24,15.89,3,3,Business,Bihar,0.56,0
2544,50,Male,Master,Single,Full-time,770007.28,650,463459.56,60,7.51,0,4,Business,West Bengal,0.6,0
2545,65,Male,Master,Single,Unemployed,641570.65,446,323526.44,36,12.17,3,4,Education,West Bengal,0.5,1
2546,43,Male,High School,Married,Full-time,590991.1,584,173422.17,24,12.88,2,0,Home Improvement,Karnataka,0.29,0
2547,48,Male,Master,Single,Full-time,468657.92,768,166557.1,36,16.5,1,4,Business,Bihar,0.36,0
2548,60,Female,Master,Single,Full-time,328891.63,517,125924.02,60,16.49,2,1,Debt Consolidation,Bihar,0.38,0
2549,25,Male,High School,Married,Part-time,470469.45,735,310594.29,24,19.07,3,0,Business,Bihar,0.66,1
2550,40,Male,PhD,Married,Full-time,533998.63,444,164338.48,12,19.19,1,4,Home Improvement,Tamil Nadu,0.31,0
2551,60,Male,High School,Single,Full-time,126195.14,576,23438.42,12,11,0,4,Business,Uttar Pradesh,0.19,0
2552,64,Male,High School,Married,Self-employed,560528.97,359,84856.42,12,20.09,1,1,Business,Maharashtra,0.15,0
2553,21,Female,Bachelor,Married,Full-time,784871.47,674,139586.06,48,7.33,0,1,Car,Bihar,0.18,0
2554,50,Male,Bachelor,Single,Part-time,713443.58,703,283685.34,36,19.17,2,0,Business,Uttar Pradesh,0.4,1
2555,41,Female,Bachelor,Married,Part-time,500758.82,413,241737.68,36,8.74,1,2,Education,Rajasthan,0.48,1
2556,40,Male,High School,Married,Unemployed,609387.26,794,344284.22,24,19.4,1,1,Education,Karnataka,0.56,0
2557,26,Female,PhD,Married,Full-time,488767.09,635,159280.94,48,15.96,1,4,Debt Consolidation,Bihar,0.33,0
2558,42,Male,High School,Married,Part-time,629752.15,868,217564.28,36,14.43,0,0,Business,Tamil Nadu,0.35,0
2559,38,Male,High School,Single,Full-time,908021.56,584,424733.35,24,18.74,0,2,Debt Consolidation,Bihar,0.47,1
2560,28,Female,High School,Married,Full-time,793699.76,428,215882.09,60,7.62,2,0,Home Improvement,Uttar Pradesh,0.27,0
2561,59,Male,Bachelor,Single,Part-time,704158.86,614,272445.45,36,10.8,2,4,Home Improvement,Gujarat,0.39,1
2562,52,Female,PhD,Divorced,Part-time,501423.02,897,184370.55,36,17.48,3,2,Car,Delhi,0.37,0
2563,53,Male,Bachelor,Divorced,Full-time,749987.68,370,227445.63,60,21.4,0,2,Car,Bihar,0.3,0
2564,36,Female,Master,Married,Self-employed,262624.61,644,297526.81,60,13.48,2,1,Business,Bihar,1.13,1
2565,32,Male,High School,Single,Part-time,549529.3,397,315709.35,36,11.4,1,3,Business,Uttar Pradesh,0.57,1
2566,58,Male,Bachelor,Single,Part-time,716742.28,599,261812.92,60,15.82,1,4,Debt Consolidation,Rajasthan,0.37,1
2567,54,Female,Bachelor,Single,Self-employed,748084.24,475,224016.45,24,17.58,1,3,Debt Consolidation,Karnataka,0.3,0
2568,34,Male,Bachelor,Married,Unemployed,733976.9,374,263020.59,36,14.14,2,4,Business,Karnataka,0.36,1
2569,56,Male,High School,Single,Self-employed,658966.14,442,176387.14,36,21.9,1,0,Business,Gujarat,0.27,0
2570,53,Male,Bachelor,Married,Unemployed,560855,322,228450.22,12,15.9,1,3,Car,Telangana,0.41,0
2571,43,Male,Bachelor,Single,Full-time,707595.19,480,283233.94,36,7.61,0,2,Car,Gujarat,0.4,0
2572,70,Male,Master,Widowed,Full-time,409427.79,344,348699.17,12,10.79,0,1,Car,Gujarat,0.85,0
2573,65,Male,Bachelor,Single,Self-employed,431064.55,768,158848.3,60,14.66,2,4,Business,Bihar,0.37,0
2574,22,Female,High School,Divorced,Full-time,612346.94,391,232279.88,60,18.86,0,1,Debt Consolidation,Bihar,0.38,0
2575,61,Female,Bachelor,Divorced,Full-time,634639.53,568,149491.82,24,10.74,3,4,Education,Uttar Pradesh,0.24,0
2576,41,Female,High School,Married,Unemployed,234876.96,333,205555.72,12,23.6,2,2,Education,Gujarat,0.88,0
2577,22,Male,Master,Married,Part-time,691029.28,881,350050.42,36,12.42,3,2,Debt Consolidation,Bihar,0.51,0
2578,47,Female,Bachelor,Married,Full-time,754545.68,663,196347.34,12,16.05,3,2,Debt Consolidation,West Bengal,0.26,0
2579,29,Male,High School,Married,Full-time,584542.95,432,240400.47,60,7.32,2,2,Debt Consolidation,West Bengal,0.41,1
2580,21,Male,PhD,Single,Self-employed,1074893.26,681,126320.65,60,22.04,0,2,Car,Bihar,0.12,0
2581,31,Male,Bachelor,Single,Full-time,463412.98,576,193887.94,24,20.41,0,1,Home Improvement,Bihar,0.42,0
2582,23,Male,High School,Married,Full-time,527782.57,455,95163.17,60,10.32,2,0,Business,Bihar,0.18,0
2583,43,Female,Bachelor,Married,Full-time,520986.62,686,277873.24,12,22.87,3,3,Car,Maharashtra,0.53,0
2584,46,Male,High School,Married,Self-employed,584762.48,834,286809.35,36,12.37,2,1,Education,West Bengal,0.49,0
2585,24,Female,Master,Single,Self-employed,534255.04,499,283688.91,36,18.77,2,3,Business,Tamil Nadu,0.53,0
2586,38,Male,Master,Single,Full-time,318637.89,574,290110.24,12,20.92,1,0,Debt Consolidation,Uttar Pradesh,0.91,0
2587,26,Female,PhD,Single,Full-time,490690.34,800,283871.33,24,19.6,1,4,Education,West Bengal,0.58,0
2588,55,Female,Bachelor,Single,Full-time,580475.86,758,97371.06,36,22.6,3,0,Debt Consolidation,Tamil Nadu,0.17,0
2589,42,Female,Bachelor,Single,Part-time,845714.42,349,171221.49,12,21.69,0,0,Debt Consolidation,West Bengal,0.2,1
2590,63,Female,Master,Single,Full-time,1040448.65,831,25626.82,12,23.91,1,4,Debt Consolidation,Telangana,0.02,0
2591,35,Female,High School,Single,Unemployed,867094.78,391,203642.56,60,10.1,1,3,Business,Bihar,0.23,1
2592,42,Female,Bachelor,Divorced,Full-time,444924.19,755,162926.84,60,12.18,3,2,Education,Tamil Nadu,0.37,0
2593,57,Male,Bachelor,Single,Part-time,460838.08,638,246131.19,24,17.82,2,4,Education,Uttar Pradesh,0.53,0
2594,62,Female,High School,Married,Unemployed,568134.28,352,495946.26,24,19.46,1,4,Debt Consolidation,Uttar Pradesh,0.87,1
2595,32,Male,Bachelor,Single,Full-time,956911.78,795,328227.75,24,16.09,0,0,Car,Tamil Nadu,0.34,0
2596,67,Female,Master,Divorced,Full-time,566915.19,303,402957.95,12,8.26,3,4,Home Improvement,Uttar Pradesh,0.71,0
2597,69,Male,Master,Married,Full-time,334498.5,580,332141.51,12,21.31,1,1,Car,Bihar,0.99,0
2598,62,Female,High School,Single,Self-employed,499764.57,589,239992.5,60,23.33,3,2,Business,Karnataka,0.48,0
2599,58,Female,High School,Married,Full-time,751411.2,372,249029.98,36,13.89,1,0,Home Improvement,West Bengal,0.33,0
2600,38,Male,High School,Single,Unemployed,737988.06,436,336458.52,24,10.82,1,3,Car,Uttar Pradesh,0.46,1
2601,65,Female,Master,Married,Full-time,559956.67,692,274835.1,48,7.33,3,3,Education,Maharashtra,0.49,0
2602,55,Female,High School,Single,Full-time,736682.93,507,221203.92,24,11.03,0,3,Car,Maharashtra,0.3,0
2603,50,Female,Master,Widowed,Full-time,145365.56,559,392646.54,60,18.9,0,3,Debt Consolidation,Bihar,2.7,1
2604,44,Male,High School,Married,Full-time,620765.85,562,294473.03,12,22.5,2,3,Business,Bihar,0.47,0
2605,62,Female,Bachelor,Single,Full-time,772137.08,804,107482.9,60,8.59,1,0,Car,Bihar,0.14,0
2606,50,Male,Bachelor,Married,Full-time,433427.34,849,231963.08,60,16.41,2,1,Car,Gujarat,0.54,0
2607,34,Female,Master,Single,Full-time,432732.29,502,255023.77,60,18.82,3,1,Home Improvement,Bihar,0.59,0
2608,26,Female,High School,Divorced,Full-time,226710.37,646,209563.12,48,11.7,2,3,Debt Consolidation,Karnataka,0.92,0
2609,23,Male,Bachelor,Married,Full-time,917979.12,351,211483.95,48,16.69,3,1,Home Improvement,Bihar,0.23,0
2610,36,Female,High School,Married,Full-time,455969.2,892,208271.93,24,19.16,0,2,Business,Uttar Pradesh,0.46,0
2611,27,Female,Master,Single,Part-time,648208.66,655,71529.46,12,21.24,3,1,Business,Bihar,0.11,0
2612,34,Male,Master,Divorced,Full-time,720783.41,818,53746.65,60,14.69,3,4,Debt Consolidation,Tamil Nadu,0.07,0
2613,29,Female,High School,Married,Full-time,902413.59,662,184660.67,36,19.71,2,3,Home Improvement,Bihar,0.2,0
2614,35,Male,Master,Single,Part-time,569220.45,344,209950.33,24,12.13,1,4,Debt Consolidation,Gujarat,0.37,1
2615,41,Male,Bachelor,Single,Full-time,492114.04,677,116070.45,24,10.62,2,4,Home Improvement,Maharashtra,0.24,0
2616,55,Male,High School,Single,Full-time,634613.53,711,147577.23,60,10.18,0,3,Education,West Bengal,0.23,0
2617,22,Female,Bachelor,Widowed,Full-time,856816.06,441,224687.06,24,13.1,0,0,Debt Consolidation,Uttar Pradesh,0.26,0
2618,47,Male,High School,Single,Full-time,565965.49,557,353105.85,60,7.61,0,1,Business,Maharashtra,0.62,0
2619,22,Male,Master,Married,Full-time,409026.18,336,346529.94,24,11.81,1,2,Home Improvement,West Bengal,0.85,1
2620,55,Female,Master,Single,Unemployed,291848.44,344,349881.92,12,18.09,2,0,Education,Uttar Pradesh,1.2,1
2621,38,Male,High School,Single,Full-time,355740.52,345,148967.55,24,18.01,3,2,Business,Tamil Nadu,0.42,0
2622,34,Female,Bachelor,Married,Self-employed,772878.3,864,227771.76,24,8.25,3,3,Home Improvement,Uttar Pradesh,0.29,0
2623,40,Female,Master,Widowed,Full-time,535875.1,600,373564.31,36,11.89,1,1,Education,Karnataka,0.7,0
2624,38,Female,PhD,Married,Part-time,478495.82,587,73530.86,12,16.68,0,0,Business,Uttar Pradesh,0.15,0
2625,30,Female,Bachelor,Divorced,Part-time,456806.56,568,204055.13,12,12.42,1,3,Business,Karnataka,0.45,1
2626,45,Male,PhD,Married,Full-time,617009.17,361,272216.73,12,14.11,3,0,Education,Maharashtra,0.44,1
2627,22,Male,Bachelor,Single,Full-time,552108.98,865,79487.04,24,19.12,0,4,Business,Bihar,0.14,0
2628,45,Male,Bachelor,Single,Full-time,545373.57,880,292886.05,48,7.16,1,1,Home Improvement,Bihar,0.54,0
2629,53,Male,Master,Married,Full-time,869864.79,541,404699.31,24,11.7,3,1,Home Improvement,Bihar,0.47,0
2630,56,Male,Bachelor,Widowed,Full-time,907603.26,653,372458.47,60,9.42,3,3,Business,Tamil Nadu,0.41,0
2631,51,Female,Bachelor,Divorced,Full-time,277995.67,370,232224.37,36,9.17,1,3,Car,Bihar,0.84,1
2632,34,Male,Bachelor,Single,Full-time,665518.55,712,331439.5,12,23.3,3,3,Education,Rajasthan,0.5,0
2633,21,Male,Master,Single,Part-time,444627.58,360,78366.99,60,13.4,2,1,Car,Maharashtra,0.18,0
2634,66,Male,Master,Single,Full-time,550349.78,751,277835.29,60,15.96,2,4,Home Improvement,Bihar,0.5,0
2635,36,Female,Bachelor,Divorced,Self-employed,661855.68,692,219532.57,48,19.47,0,1,Business,Bihar,0.33,0
2636,66,Female,Bachelor,Divorced,Full-time,557456.02,828,235056.49,12,7.81,2,3,Debt Consolidation,Bihar,0.42,0
2637,23,Male,Bachelor,Married,Full-time,646091.98,604,260383,24,11.1,2,2,Debt Consolidation,Tamil Nadu,0.4,0
2638,55,Female,Bachelor,Single,Full-time,734594.04,490,288763.19,12,21.15,1,4,Car,Gujarat,0.39,1
2639,61,Male,High School,Married,Self-employed,658915.36,377,104791.05,36,21.65,0,1,Car,Maharashtra,0.16,0
2640,26,Male,Master,Married,Full-time,470632.74,857,151954.27,12,13.34,1,2,Car,Uttar Pradesh,0.32,0
2641,45,Female,Bachelor,Single,Full-time,474160.08,824,224373.87,60,13.37,1,4,Home Improvement,Bihar,0.47,0
2642,33,Female,Bachelor,Married,Self-employed,312058.94,600,72133.89,60,19.87,2,1,Home Improvement,Uttar Pradesh,0.23,0
2643,54,Male,High School,Single,Full-time,429215.94,316,263724.94,24,12.02,2,3,Business,Karnataka,0.61,0
2644,28,Male,High School,Single,Full-time,992413.67,873,333271.82,24,8.99,3,1,Home Improvement,Maharashtra,0.34,0
2645,41,Female,PhD,Divorced,Full-time,441599.29,733,389214.28,24,11.38,3,4,Business,Gujarat,0.88,1
2646,54,Male,Bachelor,Married,Full-time,361324.24,342,259641.96,36,13.58,0,3,Business,Bihar,0.72,1
2647,24,Female,High School,Married,Part-time,663985.57,367,438638.5,12,7.89,2,0,Car,West Bengal,0.66,0
2648,45,Male,Bachelor,Married,Self-employed,577927.05,679,246495.63,48,15.14,3,2,Debt Consolidation,Tamil Nadu,0.43,0
2649,35,Female,Bachelor,Single,Full-time,560881.35,511,124321.17,12,19.58,1,3,Car,West Bengal,0.22,0
2650,24,Male,High School,Married,Full-time,881809.19,502,244404.61,24,15.73,2,3,Home Improvement,Rajasthan,0.28,0
2651,65,Male,Bachelor,Married,Part-time,709825.34,408,229432.71,36,8.22,0,4,Education,Bihar,0.32,0
2652,32,Female,Bachelor,Married,Full-time,494001.41,583,301615.76,12,14.48,0,4,Home Improvement,West Bengal,0.61,0
2653,52,Male,Bachelor,Married,Unemployed,515104.82,524,277062.6,60,19.05,1,2,Debt Consolidation,Karnataka,0.54,0
2654,52,Male,Bachelor,Single,Full-time,499482.7,417,269927.44,12,7.99,3,4,Home Improvement,Tamil Nadu,0.54,0
2655,48,Female,Bachelor,Single,Full-time,774947.92,639,346691.02,60,8.02,1,3,Debt Consolidation,Bihar,0.45,1
2656,33,Male,PhD,Married,Full-time,538370.47,580,207004.17,12,13.3,3,2,Education,Tamil Nadu,0.38,0
2657,51,Male,Bachelor,Single,Unemployed,241369.3,790,303872.45,12,10.31,2,2,Education,Bihar,1.26,0
2658,34,Male,High School,Married,Part-time,590336.06,318,278086.65,12,22.89,0,1,Business,Delhi,0.47,1
2659,40,Female,High School,Single,Unemployed,292594.8,474,261394.55,24,16.88,3,3,Home Improvement,Bihar,0.89,1
2660,38,Female,Bachelor,Single,Part-time,1036846.12,768,243429.52,60,11.88,1,3,Business,Maharashtra,0.23,0
2661,49,Female,Master,Single,Full-time,406866.42,441,122871.95,36,18.98,2,4,Car,Tamil Nadu,0.3,0
2662,26,Male,High School,Widowed,Full-time,567627.05,762,224608.74,48,13.37,3,3,Car,Uttar Pradesh,0.4,0
2663,52,Male,Master,Single,Full-time,651640.55,597,231020.61,60,9.25,2,4,Car,West Bengal,0.35,1
2664,49,Male,High School,Married,Full-time,542268.37,769,177727.53,24,11.03,2,3,Car,Uttar Pradesh,0.33,1
2665,63,Male,Bachelor,Married,Part-time,541993.92,672,114211.5,60,17.93,1,1,Car,Gujarat,0.21,1
2666,22,Female,Master,Single,Part-time,684365.46,767,194347.53,36,7.88,1,3,Home Improvement,Uttar Pradesh,0.28,0
2667,43,Male,Bachelor,Married,Part-time,905243.19,737,202657.47,60,11.64,2,1,Business,Telangana,0.22,0
2668,39,Male,Bachelor,Married,Full-time,753501.82,742,115968.77,24,10.54,2,3,Business,West Bengal,0.15,0
2669,51,Male,High School,Married,Full-time,895702.78,755,115864.18,24,10.42,3,3,Debt Consolidation,Bihar,0.13,0
2670,25,Female,Master,Divorced,Part-time,390676.18,547,40805.83,48,18.61,1,0,Car,Uttar Pradesh,0.1,0
2671,39,Male,High School,Single,Part-time,663472.53,441,279507.32,36,21.04,3,3,Education,Bihar,0.42,1
2672,54,Male,Master,Single,Full-time,631049.21,701,347803.68,48,19.17,0,1,Debt Consolidation,Uttar Pradesh,0.55,0
2673,30,Male,High School,Divorced,Full-time,670218.26,521,251610.22,12,17.98,3,2,Debt Consolidation,Uttar Pradesh,0.38,0
2674,45,Male,Master,Single,Full-time,875246.39,483,209568.54,24,22.58,2,1,Home Improvement,Gujarat,0.24,0
2675,22,Male,Bachelor,Married,Full-time,555842.17,663,110999.11,48,7.99,0,3,Debt Consolidation,West Bengal,0.2,0
2676,31,Female,Master,Married,Part-time,518899.33,487,29512.09,24,9.85,3,4,Education,West Bengal,0.06,0
2677,70,Male,Bachelor,Single,Self-employed,706796.16,412,246702.65,24,14.04,0,0,Business,Bihar,0.35,0
2678,51,Male,PhD,Married,Full-time,244359.45,480,311566.84,12,13.33,1,4,Debt Consolidation,Rajasthan,1.28,1
2679,35,Male,High School,Single,Full-time,552629.59,498,166759.15,24,14.11,3,0,Home Improvement,Bihar,0.3,0
2680,29,Male,High School,Single,Full-time,573160.46,369,355540.97,48,10.51,3,0,Car,Rajasthan,0.62,1
2681,43,Male,Bachelor,Single,Full-time,415928.28,897,181111.19,36,9.54,1,4,Education,Maharashtra,0.44,0
2682,39,Male,High School,Divorced,Part-time,811411.8,784,358499.83,60,15.66,3,3,Car,Bihar,0.44,0
2683,29,Male,High School,Single,Full-time,387551.94,698,171920.4,48,22.78,0,1,Debt Consolidation,Bihar,0.44,1
2684,55,Male,PhD,Married,Part-time,572825.39,850,-16293.2,12,13.66,1,4,Business,Maharashtra,-0.03,0
2685,41,Male,PhD,Divorced,Part-time,658631.45,309,312635.57,60,7.74,0,2,Home Improvement,Karnataka,0.47,0
2686,29,Male,Bachelor,Married,Full-time,870690.31,302,157715.34,24,19,3,0,Education,Gujarat,0.18,0
2687,48,Female,PhD,Married,Part-time,597888.71,777,95753.6,48,11.95,3,1,Business,Maharashtra,0.16,0
2688,66,Female,Bachelor,Married,Full-time,787230.72,366,298159.3,60,11.17,3,2,Education,Uttar Pradesh,0.38,0
2689,27,Female,High School,Single,Self-employed,740119.08,396,161063,48,12.51,3,1,Home Improvement,Bihar,0.22,0
2690,36,Female,Master,Married,Unemployed,624691.51,830,108710.01,24,19.3,0,3,Home Improvement,Karnataka,0.17,0
2691,36,Male,Bachelor,Married,Full-time,382097.32,617,381140.92,48,20.92,3,2,Debt Consolidation,Tamil Nadu,1,0
2692,53,Female,PhD,Widowed,Full-time,313083.83,397,229525.2,12,17,1,4,Education,Telangana,0.73,0
2693,24,Female,High School,Divorced,Full-time,621301.08,356,106490.76,60,12.48,1,1,Debt Consolidation,Maharashtra,0.17,0
2694,24,Male,Bachelor,Divorced,Full-time,491460.63,406,203687.2,60,12.28,2,4,Education,Bihar,0.41,1
2695,59,Female,High School,Divorced,Full-time,783852.22,387,463256.31,60,9.11,1,4,Education,Tamil Nadu,0.59,0
2696,60,Female,High School,Married,Full-time,749171.3,670,261236.05,48,22.87,2,1,Car,Gujarat,0.35,0
2697,37,Male,High School,Married,Full-time,563077.8,674,185815.45,24,17.85,1,1,Debt Consolidation,Delhi,0.33,0
2698,57,Male,PhD,Divorced,Self-employed,368457.42,351,300137.66,48,7.46,1,0,Education,Telangana,0.81,1
2699,59,Male,Master,Single,Full-time,702147.11,340,204566.12,48,18.26,3,0,Education,Rajasthan,0.29,0
2700,49,Female,Master,Widowed,Self-employed,396410.11,390,199059.25,60,14.6,1,2,Home Improvement,Bihar,0.5,0
2701,56,Female,Bachelor,Married,Part-time,448307.22,338,184363.15,24,23.53,3,2,Car,West Bengal,0.41,1
2702,58,Male,Bachelor,Married,Self-employed,404116.85,312,335394.9,36,20.92,3,2,Home Improvement,Bihar,0.83,0
2703,59,Male,High School,Married,Full-time,572299.8,403,269475.44,24,9.91,1,0,Debt Consolidation,Gujarat,0.47,1
2704,70,Female,High School,Widowed,Full-time,834038.47,342,392224.38,48,19.24,0,4,Debt Consolidation,Bihar,0.47,0
2705,57,Male,Bachelor,Single,Full-time,598991.83,508,280688.53,12,15.25,3,3,Education,Uttar Pradesh,0.47,1
2706,55,Female,Master,Married,Part-time,511356.26,899,402760.04,24,10.18,1,3,Business,Gujarat,0.79,0
2707,27,Male,Bachelor,Married,Part-time,294877.01,775,315008.66,60,18.88,0,1,Home Improvement,Uttar Pradesh,1.07,0
2708,47,Male,High School,Single,Part-time,710424.92,408,224005.17,12,16.31,1,0,Debt Consolidation,Maharashtra,0.32,1
2709,48,Female,High School,Married,Part-time,443919.08,858,236462.44,36,7.52,1,1,Education,Gujarat,0.53,0
2710,42,Male,High School,Married,Full-time,623503.52,513,432787.21,36,17.99,0,3,Education,Bihar,0.69,1
2711,34,Male,Bachelor,Married,Full-time,529156.28,708,380381.73,12,17.79,1,1,Home Improvement,Gujarat,0.72,0
2712,27,Male,PhD,Single,Full-time,767635.44,852,404675.78,36,9.45,3,0,Education,Uttar Pradesh,0.53,0
2713,57,Female,Bachelor,Married,Part-time,568552.72,376,149254.98,12,12.93,2,0,Car,Delhi,0.26,1
2714,42,Male,Master,Married,Full-time,588214.73,394,62483.11,48,16.96,2,0,Business,Tamil Nadu,0.11,0
2715,25,Male,Bachelor,Married,Full-time,697149.43,568,165683.33,12,9.36,1,3,Home Improvement,Bihar,0.24,0
2716,22,Male,Bachelor,Single,Self-employed,1021388.04,660,266548.24,48,21.5,2,0,Home Improvement,Uttar Pradesh,0.26,0
2717,47,Male,High School,Widowed,Full-time,777689.39,829,185443.76,60,7.47,2,2,Home Improvement,Uttar Pradesh,0.24,0
2718,41,Male,Master,Married,Part-time,582278.78,461,252740.85,60,8.75,2,2,Education,Uttar Pradesh,0.43,0
2719,58,Male,Master,Married,Full-time,600639.6,764,204878.97,36,8.97,3,0,Education,Karnataka,0.34,0
2720,35,Female,High School,Married,Full-time,495028.11,863,73530.08,12,15.98,3,2,Home Improvement,Tamil Nadu,0.15,0
2721,41,Female,Bachelor,Single,Unemployed,410000.86,847,292889.59,48,17.54,2,0,Home Improvement,West Bengal,0.71,0
2722,30,Male,Bachelor,Married,Unemployed,489449.84,486,253086.74,60,13.86,0,3,Car,Bihar,0.52,0
2723,43,Female,Bachelor,Married,Part-time,445570.21,351,382935.24,60,11.91,0,2,Debt Consolidation,Bihar,0.86,0
2724,59,Female,PhD,Married,Part-time,730673.68,787,265985.58,60,20.76,0,3,Car,Bihar,0.36,1
2725,25,Male,Bachelor,Married,Full-time,385761.03,830,328265,36,8.16,3,2,Home Improvement,Bihar,0.85,0
2726,21,Female,Bachelor,Married,Full-time,866642.11,695,168072.9,60,11.76,3,4,Education,Karnataka,0.19,0
2727,33,Female,High School,Single,Part-time,750409.28,391,284700.82,24,7.66,3,4,Education,Maharashtra,0.38,1
2728,41,Female,High School,Married,Full-time,604100.35,656,330857.91,36,7.24,3,3,Home Improvement,Maharashtra,0.55,1
2729,46,Female,High School,Single,Full-time,600063.72,443,305636.54,12,13.01,2,2,Debt Consolidation,Rajasthan,0.51,0
2730,70,Female,High School,Single,Part-time,488543.74,498,227345.17,24,10.31,3,4,Business,Gujarat,0.47,0
2731,65,Female,Master,Divorced,Unemployed,654016.88,622,285044.98,36,11.56,2,0,Business,Telangana,0.44,0
2732,41,Female,Master,Married,Unemployed,817618.49,631,312274.69,36,20.96,0,1,Car,Uttar Pradesh,0.38,0
2733,38,Female,High School,Married,Full-time,459368.71,563,370138.86,48,9.77,2,4,Debt Consolidation,Uttar Pradesh,0.81,0
2734,57,Male,Master,Married,Part-time,293321.58,516,193888.45,24,20.26,0,4,Business,Gujarat,0.66,1
2735,65,Male,High School,Divorced,Full-time,740643.65,855,138317.99,24,18.48,3,0,Debt Consolidation,Maharashtra,0.19,0
2736,52,Female,Bachelor,Married,Full-time,664873.19,733,166868.83,24,12.55,0,4,Education,Bihar,0.25,0
2737,56,Female,High School,Married,Full-time,375960.24,759,264540.15,60,16.29,0,4,Education,Bihar,0.7,0
2738,37,Male,Bachelor,Single,Part-time,453321.73,802,250439.11,60,14.56,2,4,Debt Consolidation,Uttar Pradesh,0.55,0
2739,55,Female,High School,Widowed,Full-time,428179.15,768,312731.74,12,9.18,0,2,Home Improvement,Bihar,0.73,0
2740,69,Female,Bachelor,Divorced,Full-time,455093.55,665,333077.67,12,22.42,1,4,Business,Gujarat,0.73,0
2741,31,Male,Bachelor,Divorced,Full-time,535263.45,538,61479.51,12,16.68,0,1,Business,Tamil Nadu,0.11,0
2742,41,Male,PhD,Single,Full-time,546690.54,880,201892.68,60,21.96,3,2,Education,Maharashtra,0.37,0
2743,46,Male,High School,Single,Full-time,469841.27,860,271223.38,48,21.01,0,2,Car,Delhi,0.58,0
2744,24,Female,High School,Single,Full-time,448367.24,695,361517.89,12,8.36,1,3,Business,Rajasthan,0.81,0
2745,54,Female,High School,Single,Full-time,554243.13,694,244661.95,36,10.52,2,4,Education,Maharashtra,0.44,0
2746,68,Male,Bachelor,Divorced,Full-time,633538.31,374,386545.19,60,9.47,0,1,Education,Bihar,0.61,0
2747,38,Male,High School,Single,Unemployed,536740.69,397,305137.97,48,21.12,1,1,Debt Consolidation,Bihar,0.57,0
2748,60,Female,Master,Single,Self-employed,831733.4,682,288077.61,36,21.66,3,3,Debt Consolidation,Maharashtra,0.35,0
2749,55,Male,Bachelor,Single,Full-time,701617.54,669,238977.58,36,15.98,3,1,Debt Consolidation,Delhi,0.34,0
2750,61,Female,Bachelor,Single,Full-time,281830.83,584,247538.92,60,8.77,2,2,Car,Telangana,0.88,0
2751,49,Female,Bachelor,Single,Unemployed,704745.55,555,283078.26,24,9.31,3,0,Business,Bihar,0.4,0
2752,49,Male,High School,Married,Full-time,721108.8,608,230462.02,48,20.83,1,2,Car,Uttar Pradesh,0.32,0
2753,58,Male,High School,Married,Full-time,513053.01,475,361256.16,60,22.8,0,0,Car,West Bengal,0.7,0
2754,62,Female,Bachelor,Single,Part-time,300960.48,527,337957.78,24,10.39,1,1,Debt Consolidation,Bihar,1.12,0
2755,41,Male,Bachelor,Married,Part-time,601613.35,646,369799.5,60,7.19,2,4,Education,Uttar Pradesh,0.61,0
2756,62,Male,High School,Married,Full-time,598458.27,641,146010.21,60,12.63,0,0,Home Improvement,Maharashtra,0.24,1
2757,33,Male,High School,Single,Full-time,375670.75,538,142725.87,36,7.52,1,2,Education,Bihar,0.38,0
2758,69,Male,PhD,Married,Full-time,309756.16,649,298790.44,60,21.08,2,2,Education,Tamil Nadu,0.96,1
2759,61,Female,High School,Married,Unemployed,582489.29,754,241938.37,24,15.36,2,2,Education,Maharashtra,0.42,0
2760,37,Female,Master,Married,Full-time,553384.56,740,275884.07,36,17.91,0,2,Education,Uttar Pradesh,0.5,0
2761,29,Female,Master,Married,Full-time,516546.93,887,138257.99,24,14,0,3,Car,Karnataka,0.27,0
2762,61,Female,High School,Single,Full-time,583317.85,814,104203.29,24,12.87,3,1,Debt Consolidation,Bihar,0.18,0
2763,21,Male,High School,Widowed,Full-time,379444.73,380,273258.01,36,10.78,3,4,Debt Consolidation,Uttar Pradesh,0.72,0
2764,22,Male,High School,Divorced,Full-time,513035.88,660,174011.52,24,20.1,0,3,Education,Bihar,0.34,0
2765,68,Female,Bachelor,Divorced,Full-time,706665.01,587,321410.59,12,18.82,3,1,Home Improvement,Karnataka,0.45,0
